estu_consecutivo_sb11,periodo_sb11,estu_consecutivo_sbpro,periodo_sbpro
SB11201220550235,20122,EK202030118996,20203
SB11201120424279,20112,EK202030118997,20203
SB11201520296105,20152,EK202030118999,20203
SB11201220177884,20122,EK202030119001,20203
SB11201420243294,20142,EK202030119005,20203
SB11201420061354,20142,EK202030119006,20203
SB11201420166636,20142,EK202030119011,20203
SB11201020554941,20102,EK202030119013,20203
SB11201120213444,20112,EK202030119015,20203
SB11201020237204,20102,EK202030119016,20203
SB11201520161324,20152,EK202030119019,20203
SB11201220240141,20122,EK202030119021,20203
SB1120051094297991,20051,EK202030119023,20203
SB11201020237806,20102,EK202030119024,20203
SB11201520187109,20152,EK202030119026,20203
SB11201220432305,20122,EK202030119029,20203
SB11201420063313,20142,EK202030119030,20203
SB11201220237064,20122,EK202030119031,20203
SB11201420042340,20142,EK202030119032,20203
SB11201420282557,20142,EK202030119035,20203
SB11201310024945,20131,EK202030119036,20203
SB1120082299638765,20082,EK202030119047,20203
SB11201420350391,20142,EK202030119048,20203
SB11201420063476,20142,EK202030119049,20203
SB11201520241773,20152,EK202030119050,20203
SB11201220435204,20122,EK202030119051,20203
SB11201520267097,20152,EK202030119052,20203
SB11201020246382,20102,EK202030119054,20203
SB11201420132085,20142,EK202030119057,20203
SB11201320160776,20132,EK202030119058,20203
SB11201520102016,20152,EK202030119059,20203
SB11201420403837,20142,EK202030119060,20203
SB11201220326733,20122,EK202030119062,20203
SB112004105182905,20041,EK202030119064,20203
SB11201320550690,20132,EK202030119067,20203
SB1120072151938838,20072,EK202030119068,20203
SB11201520007000,20152,EK202030119069,20203
SB11201320026565,20132,EK202030119070,20203
SB11201110075843,20111,EK202030119071,20203
SB11201320153684,20132,EK202030119075,20203
SB11201120290249,20112,EK202030119077,20203
SB11201120295247,20112,EK202030119078,20203
SB11201420030293,20142,EK202030119079,20203
SB11201520192358,20152,EK202030119080,20203
SB11201520037389,20152,EK202030119083,20203
SB11201320195614,20132,EK202030119085,20203
SB11201420482803,20142,EK202030119087,20203
SB11201320497154,20132,EK202030119088,20203
SB11201320155216,20132,EK202030119090,20203
SB1120092319781164,20092,EK202030119091,20203
SB11201320346472,20132,EK202030119092,20203
SB11201220460399,20122,EK202030119093,20203
SB11201310043629,20131,EK202030119094,20203
SB11201220331872,20122,EK202030119095,20203
SB11201320342375,20132,EK202030119096,20203
SB11201520119334,20152,EK202030119097,20203
SB11201510037083,20151,EK202030119098,20203
SB11201320042342,20132,EK202030119099,20203
SB1120082149584566,20082,EK202030119100,20203
SB11201420034955,20142,EK202030119101,20203
SB11201320190982,20132,EK202030119102,20203
SB11201520215182,20152,EK202030119103,20203
SB11201520401656,20152,EK202030119106,20203
SB11201320526454,20132,EK202030119107,20203
SB11201520377693,20152,EK202030119108,20203
SB11201320084321,20132,EK202030119110,20203
SB11201220326889,20122,EK202030119111,20203
SB11201520118319,20152,EK202030119112,20203
SB11201520162444,20152,EK202030119113,20203
SB1120082150549428,20082,EK202030119114,20203
SB11201320426471,20132,EK202030119275,20203
SB1120072302970956,20072,EK202030119277,20203
SB11201520182797,20152,EK202030119278,20203
SB11201520219445,20152,EK202030119280,20203
SB11201520018710,20152,EK202030119281,20203
SB11201520168730,20152,EK202030119282,20203
SB11201320145300,20132,EK202030119284,20203
SB11201520548932,20152,EK202030119285,20203
SB11201420226795,20142,EK202030119286,20203
SB11201520059013,20152,EK202030119287,20203
SB11201320003815,20132,EK202030119291,20203
SB11201320070834,20132,EK202030119292,20203
SB11201520138941,20152,EK202030119293,20203
SB11201120300406,20112,EK202030119295,20203
SB11201420349634,20142,EK202030119296,20203
SB11201420024202,20142,EK202030119297,20203
SB11201520097404,20152,EK202030119298,20203
SB11201320196356,20132,EK202030119299,20203
SB11201520372252,20152,EK202030119300,20203
SB11201120298926,20112,EK202030119303,20203
SB11201520232085,20152,EK202030119304,20203
SB11201620444580,20162,EK202030119305,20203
SB11201520282052,20152,EK202030119307,20203
SB11201420551115,20142,EK202030119308,20203
SB11201420217135,20142,EK202030119309,20203
SB11201520296582,20152,EK202030119310,20203
SB11201520478654,20152,EK202030119311,20203
SB11201420117747,20142,EK202030119313,20203
SB11201420004194,20142,EK202030119314,20203
SB11201520140723,20152,EK202030119315,20203
SB11201420250042,20142,EK202030119316,20203
SB11201620222635,20162,EK202030119317,20203
SB11201420342122,20142,EK202030119319,20203
SB11201520044347,20152,EK202030119320,20203
SB11201320315341,20132,EK202030119324,20203
SB11201420007131,20142,EK202030119325,20203
SB11201520400896,20152,EK202030119326,20203
SB11201320509160,20132,EK202030119327,20203
SB11201520543933,20152,EK202030119573,20203
SB11201120330497,20112,EK202030119579,20203
SB11201410013207,20141,EK202030119588,20203
SB11201410002223,20141,EK202030119589,20203
SB11201320165069,20132,EK202030119593,20203
SB11201320587882,20132,EK202030119661,20203
SB11201420069347,20142,EK202030119749,20203
SB11201420263989,20142,EK202030120044,20203
SB11201520376358,20152,EK202030120047,20203
SB1120072354236240,20072,EK202030120048,20203
SB11201320165587,20132,EK202030120049,20203
SB11201420466483,20142,EK202030120051,20203
SB11201420010529,20142,EK202030120053,20203
SB11201420245840,20142,EK202030120055,20203
SB11201520089435,20152,EK202030120056,20203
SB11201220241514,20122,EK202030120058,20203
SB11201420084096,20142,EK202030120061,20203
SB11201520124429,20152,EK202030120062,20203
SB11201420047093,20142,EK202030120064,20203
SB11201220232349,20122,EK202030120066,20203
SB11201310026109,20131,EK202030120068,20203
SB11201320352120,20132,EK202030120069,20203
SB11201420237922,20142,EK202030120071,20203
SB11201520451338,20152,EK202030120073,20203
SB11201310024965,20131,EK202030120075,20203
SB11201420114094,20142,EK202030120076,20203
SB11201420205255,20142,EK202030120078,20203
SB11201420006304,20142,EK202030120081,20203
SB11201610023288,20161,EK202030120082,20203
SB11201510053349,20151,EK202030120083,20203
SB11201220241072,20122,EK202030120084,20203
SB11201420039334,20142,EK202030120087,20203
SB1120071127583369,20071,EK202030120088,20203
SB11201420323743,20142,EK202030120092,20203
SB11201220430079,20122,EK202030120096,20203
SB11201410025947,20141,EK202030120099,20203
SB11201120237384,20112,EK202030120102,20203
SB1120081020842135,20081,EK202030120105,20203
SB11201420325396,20142,EK202030120107,20203
SB11201410041205,20141,EK202030120111,20203
SB11201120421698,20112,EK202030120113,20203
SB11201410019260,20141,EK202030120116,20203
SB11201410025336,20141,EK202030120117,20203
SB11201420073102,20142,EK202030120119,20203
SB11201020234750,20102,EK202030120120,20203
SB11201120233514,20112,EK202030120121,20203
SB11201520347088,20152,EK202030120124,20203
SB11201620095026,20162,EK202030120231,20203
SB11201620227187,20162,EK202030120233,20203
SB11201420371476,20142,EK202030120234,20203
SB11201520360107,20152,EK202030120235,20203
SB1120061096615047,20061,EK202030120236,20203
SB11201620009259,20162,EK202030120237,20203
SB11201620082860,20162,EK202030120239,20203
SB11201520431712,20152,EK202030120240,20203
SB112006207590352,20062,EK202030120241,20203
SB11201320119651,20132,EK202030120244,20203
SB11201420185476,20142,EK202030120246,20203
SB11201520292418,20152,EK202030120247,20203
SB11201320416138,20132,EK202030120248,20203
SB11201320022351,20132,EK202030120249,20203
SB11201420007276,20142,EK202030120250,20203
SB11201520322657,20152,EK202030120251,20203
SB11201520210877,20152,EK202030120254,20203
SB11201620191746,20162,EK202030120255,20203
SB11201520345957,20152,EK202030120256,20203
SB11201620281453,20162,EK202030120257,20203
SB11201220207283,20122,EK202030120260,20203
SB11201420168508,20142,EK202030120262,20203
SB11201120295295,20112,EK202030120263,20203
SB11201620370565,20162,EK202030120267,20203
SB1120092299068726,20092,EK202030120269,20203
SB11201520420358,20152,EK202030120270,20203
SB11201120319906,20112,EK202030120272,20203
SB11201620221881,20162,EK202030120273,20203
SB11201620567165,20162,EK202030120274,20203
SB11201520497045,20152,EK202030120275,20203
SB11201420147675,20142,EK202030120276,20203
SB11201320072405,20132,EK202030120277,20203
SB11201020304417,20102,EK202030120279,20203
SB11201520186566,20152,EK202030120280,20203
SB11201620536647,20162,EK202030120281,20203
SB11201620158996,20162,EK202030120282,20203
SB1120092257511663,20092,EK202030120283,20203
SB11201320196741,20132,EK202030120284,20203
SB11201220342149,20122,EK202030120285,20203
SB11201620058871,20162,EK202030120286,20203
SB11201620114660,20162,EK202030120288,20203
SB11201520559445,20152,EK202030120289,20203
SB11201520191496,20152,EK202030120290,20203
SB11201220477580,20122,EK202030120291,20203
SB11201620387753,20162,EK202030120292,20203
SB11201620387039,20162,EK202030120293,20203
SB11201120323524,20112,EK202030120294,20203
SB11201620311414,20162,EK202030120295,20203
SB11201520237750,20152,EK202030120296,20203
SB11201620245791,20162,EK202030120297,20203
SB11201520332123,20152,EK202030120298,20203
SB11201420249964,20142,EK202030120299,20203
SB11201420142817,20142,EK202030120300,20203
SB11201620063965,20162,EK202030120303,20203
SB11201520410585,20152,EK202030120305,20203
SB11201520375708,20152,EK202030120306,20203
SB11201610077414,20161,EK202030120307,20203
SB11201520222606,20152,EK202030120308,20203
SB11201520078662,20152,EK202030120309,20203
SB11201520099555,20152,EK202030120310,20203
SB11201620149537,20162,EK202030120311,20203
SB11201710044612,20171,EK202030120312,20203
SB11201620421177,20162,EK202030120313,20203
SB11201420098140,20142,EK202030120314,20203
SB11201320302492,20132,EK202030120315,20203
SB11201020006161,20102,EK202030120316,20203
SB11201320227543,20132,EK202030120317,20203
SB11201620149319,20162,EK202030120318,20203
SB11201520496022,20152,EK202030120319,20203
SB11201520058339,20152,EK202030120320,20203
SB11201220315936,20122,EK202030120321,20203
SB11201320338688,20132,EK202030120323,20203
SB11201320118350,20132,EK202030120324,20203
SB11201520355227,20152,EK202030120327,20203
SB11201320500718,20132,EK202030120330,20203
SB11201120341108,20112,EK202030120331,20203
SB11201220505517,20122,EK202030120332,20203
SB11201520347441,20152,EK202030120333,20203
SB11201220017610,20122,EK202030120339,20203
SB11201420186488,20142,EK202030120340,20203
SB1120072106211612,20072,EK202030120341,20203
SB11201620461630,20162,EK202030120342,20203
SB11201520205344,20152,EK202030120343,20203
SB11201320444584,20132,EK202030120344,20203
SB11201420434478,20142,EK202030120346,20203
SB11201620003037,20162,EK202030120347,20203
SB11201120281560,20112,EK202030120349,20203
SB11201620157822,20162,EK202030120351,20203
SB11201510005313,20151,EK202030120352,20203
SB11202340064612,20232,EK202030120353,20203
SB11201120285106,20112,EK202030120354,20203
SB1120032139690224,20032,EK202030120357,20203
SB11201620291907,20162,EK202030120359,20203
SB11201520019866,20152,EK202030120360,20203
SB11201320073739,20132,EK202030120361,20203
SB1120062090047285,20062,EK202030120364,20203
SB11201420296188,20142,EK202030120366,20203
SB11201020485449,20102,EK202030120367,20203
SB11201520290110,20152,EK202030120368,20203
SB11201320359967,20132,EK202030120369,20203
SB11201520060526,20152,EK202030120370,20203
SB11201520235025,20152,EK202030120371,20203
SB11201520381719,20152,EK202030120373,20203
SB11201520026024,20152,EK202030120374,20203
SB11201520346662,20152,EK202030120376,20203
SB11201420320511,20142,EK202030120377,20203
SB11201510005295,20151,EK202030120378,20203
SB11201520243300,20152,EK202030120379,20203
SB11201420123743,20142,EK202030120380,20203
SB11201520260059,20152,EK202030120382,20203
SB11201120278565,20112,EK202030120383,20203
SB11201520409562,20152,EK202030120384,20203
SB11201120397745,20112,EK202030120386,20203
SB11201220339053,20122,EK202030120387,20203
SB11201320565149,20132,EK202030120388,20203
SB1120072179494057,20072,EK202030120389,20203
SB1120062076245039,20062,EK202030120390,20203
SB11201520254440,20152,EK202030120392,20203
SB11201220342295,20122,EK202030120394,20203
SB11201320296073,20132,EK202030120395,20203
SB11201320014620,20132,EK202030120396,20203
SB11201220331562,20122,EK202030120397,20203
SB11201420006493,20142,EK202030120398,20203
SB11201210088766,20121,EK202030120399,20203
SB1120082093088329,20082,EK202030120400,20203
SB1120092262464188,20092,EK202030120401,20203
SB11201320130176,20132,EK202030120402,20203
SB11201320556400,20132,EK202030120404,20203
SB11201520387959,20152,EK202030120405,20203
SB11201320279377,20132,EK202030120407,20203
SB11201420151709,20142,EK202030120409,20203
SB11201220315864,20122,EK202030120410,20203
SB11201410068474,20141,EK202030120412,20203
SB11201520005850,20152,EK202030120413,20203
SB11201420221725,20142,EK202030120416,20203
SB11201320565310,20132,EK202030120418,20203
SB11201220408929,20122,EK202030120419,20203
SB1120022350837190,20022,EK202030120420,20203
SB11201320180402,20132,EK202030120421,20203
SB11201320139470,20132,EK202030120423,20203
SB11201120554033,20112,EK202030120425,20203
SB1120082141512463,20082,EK202030120426,20203
SB1120082156330397,20082,EK202030120427,20203
SB11201320293927,20132,EK202030120428,20203
SB11201420174580,20142,EK202030120429,20203
SB11201320492467,20132,EK202030120430,20203
SB11201120361336,20112,EK202030120431,20203
SB11201520139115,20152,EK202030120432,20203
SB11201320146050,20132,EK202030120433,20203
SB11201420217035,20142,EK202030120436,20203
SB11201420529418,20142,EK202030120437,20203
SB11201520264510,20152,EK202030120438,20203
SB11201320431928,20132,EK202030120439,20203
SB11201420316990,20142,EK202030120441,20203
SB11201420298595,20142,EK202030120442,20203
SB11201520341139,20152,EK202030120443,20203
SB11201320333055,20132,EK202030120444,20203
SB11201320181443,20132,EK202030120445,20203
SB11201220361998,20122,EK202030120446,20203
SB11201320212744,20132,EK202030120578,20203
SB11201420321334,20142,EK202030120727,20203
SB11201220462551,20122,EK202030120730,20203
SB11201320011574,20132,EK202030120732,20203
SB11201420268221,20142,EK202030120734,20203
SB11201120418116,20112,EK202030120738,20203
SB11201320156638,20132,EK202030120743,20203
SB11201020560099,20102,EK202030120745,20203
SB11201520383747,20152,EK202030120746,20203
SB11201320263249,20132,EK202030120749,20203
SB1120012301785283,20012,EK202030120752,20203
SB1120072043879684,20072,EK202030120755,20203
SB11201410025324,20141,EK202030120758,20203
SB11201220349443,20122,EK202030120760,20203
SB11201420149510,20142,EK202030120761,20203
SB11201520227409,20152,EK202030120763,20203
SB11201020301543,20102,EK202030120766,20203
SB11201320197302,20132,EK202030120770,20203
SB11201520111235,20152,EK202030120772,20203
SB11201520076916,20152,EK202030120776,20203
SB11201520254937,20152,EK202030120780,20203
SB11201520506002,20152,EK202030120783,20203
SB11201610054901,20161,EK202030120785,20203
SB11201420023173,20142,EK202030120788,20203
SB11201420389888,20142,EK202030121011,20203
SB1120092009337734,20092,EK202030121029,20203
SB11201420377365,20142,EK202030121032,20203
SB11201320284901,20132,EK202030121075,20203
SB11201420401243,20142,EK202030121076,20203
SB11201520293479,20152,EK202030121077,20203
SB11201320252436,20132,EK202030121078,20203
SB11201520074026,20152,EK202030121079,20203
SB11201320009935,20132,EK202030121080,20203
SB11201220338647,20122,EK202030121081,20203
SB11201520014432,20152,EK202030121082,20203
SB11201420190302,20142,EK202030121084,20203
SB11201520085591,20152,EK202030121085,20203
SB11201320402771,20132,EK202030121089,20203
SB11201420225404,20142,EK202030121090,20203
SB11201520265855,20152,EK202030121091,20203
SB11201120358977,20112,EK202030121092,20203
SB11201320497274,20132,EK202030121093,20203
SB1120072068865592,20072,EK202030121094,20203
SB11201520187787,20152,EK202030121096,20203
